"Por","Perm","GasCapMult","Structure","Completion","UR"
0.152325294099448,115.522151662134,1.25840429893002,1,1,64.2839202348419
0.161074654350405,204.481119643852,0.876135904956871,0,1,51.2505913611916
0.156248583899325,218.316412750369,0.715731049481347,0,1,47.1544374375063
0.146525094478575,230.825911362149,0.953706795781875,2,0,50.3644293633148
0.152960457673208,163.917042553302,0.713447885886193,2,1,67.8637468508616
0.173915914280513,290.522281464834,0.953902621524653,0,1,49.285954444414
0.128774531296273,191.740198329196,1.16846509612244,0,1,48.7511954660907
0.158795948449916,252.107530422079,0.91269188242641,0,1,45.8741933428191
0.111987969707968,149.130326879407,0.704024271233791,0,0,39.2030707397683
0.141328179132954,183.631537664812,0.788344841616976,1,0,40.4620416666159
0.110467168233068,142.317554254878,0.858235444882167,1,1,54.3819176402101
0.107434216735921,145.582659364934,1.05458941706655,0,0,50.765456738626
0.113817737647457,143.988437251173,1.03994084837531,1,0,42.2178258309269
0.145850373792585,188.909166440129,0.949691101308074,2,1,70.2715946353339
0.132652579020595,135.126791398486,1.25745452356665,2,0,55.4764751051313
0.126049016578702,158.037990562691,0.949655557669922,0,1,43.2133869742325
0.170047008695326,254.630078509547,0.7565836687227,1,1,64.6786293799511
0.116770895804311,161.601795899083,0.990132060377499,2,0,39.3990856893364
0.151744940961381,206.020884592066,1.20596601882351,2,0,53.8610389889236
0.147892868351648,209.551763809673,0.639727189342176,0,0,45.190732299674
0.145819482903199,151.360535099229,1.38311869933846,0,0,50.9958317719641
0.153762547645894,131.676277468938,0.930121262523732,2,0,43.7395362002924
0.133226904171484,172.933148532733,1.4088018534497,2,1,75.931076307546
0.152712915765101,209.258217181212,1.03943568267268,0,1,51.7831627073651
0.165176178001388,177.074538603741,1.18375888589224,2,1,71.5832394919152
0.15367014031544,192.789034621533,0.496030311634001,1,1,49.4493049229227
0.149079594911865,222.118078644816,1.03900310293825,0,1,53.8037980772259
0.158883446642131,231.910541994666,1.07534306959235,1,0,51.5678358336449
0.160038929509393,271.756038562275,0.613481523037376,0,0,44.9043602356108
0.150122806339441,244.805982021603,1.01307308150773,1,0,54.8872665999323
0.150431446667916,141.137264985003,1.10647770826253,2,1,65.1044088576632
0.158245230993172,202.993658369814,1.00131993049418,2,1,73.8206949061409
0.112778418439453,130.946835363603,1.15922205410132,2,1,70.0421897120468
0.18136078974792,238.045053117304,0.655231759576748,2,1,74.6575397912185
0.132284077067671,170.546665334729,1.3746771058293,2,1,75.633049152024
0.116150383939241,181.146596210299,0.867671937838035,0,0,37.5439050157727
0.140427094116523,189.705792136382,1.2819285033007,2,0,43.4383364042055
0.136335400747372,204.635407223582,0.846287758365378,2,0,51.7969164231689
0.148765709294116,291.458992858077,0.802314226318656,1,0,37.0514067271207
0.159140404571653,228.579731822051,0.650254533613756,0,0,51.8605150370521
0.129087445089904,171.837722759411,0.558351698946576,2,1,66.1786734126868
0.167224692956952,238.374757029375,1.10873068185327,0,0,53.7140663855389
0.173089351654872,184.54716052015,0.721944979511868,0,1,43.9187788386082
0.149987112489836,249.450733889011,0.800821265651315,0,1,53.5895431589844
0.145021851527992,89.6503594369748,0.702137712599912,0,0,28.5310161480282
0.118885782887612,186.258741270621,1.17913855602865,0,1,47.5903710224182
