"Por","Perm","GasCapMult","Structure","Completion","UR"
0.12818162148664,115.522151662134,1.25840429893002,1,1,31.073461733477
0.155940177279449,204.481119643852,0.876135904956871,0,1,29.7624974987532
0.157614837272559,218.316412750369,0.715731049481347,0,1,29.4257560544985
0.156839736426884,230.825911362149,0.953706795781875,2,0,29.2697200047097
0.141520976048283,163.917042553302,0.713447885886193,2,1,30.234129555259
0.184658546230795,290.522281464834,0.953902621524653,0,1,28.8955634603256
0.138703909684417,191.740198329196,1.16846509612244,0,1,29.6448263723472
0.167827464501807,252.107530422079,0.91269188242641,0,1,28.9882812190444
0.120028193491775,149.130326879407,0.704024271233791,0,0,29.7678228861071
0.141876168896089,183.631537664812,0.788344841616976,1,0,29.6575456828179
0.117538985471826,142.317554254878,0.858235444882167,1,1,29.9512211357732
0.117125245110658,145.582659364934,1.05458941706655,0,0,30.1407182705031
0.119421249267406,143.988437251173,1.03994084837531,1,0,29.8995309940622
0.145232779532427,188.909166440129,0.949691101308074,2,1,29.8791680018121
0.125072966288756,135.126791398486,1.25745452356665,2,0,30.6911473484045
0.128439200339307,158.037990562691,0.949655557669922,0,1,29.8814523030188
0.173314114357006,254.630078509547,0.7565836687227,1,1,29.4158548851781
0.125438718117491,161.601795899083,0.990132060377499,2,0,29.5938442217725
0.152371107713599,206.020884592066,1.20596601882351,2,0,29.6884771428456
0.151679276130202,209.551763809673,0.639727189342176,0,0,29.3957798019945
0.135080332667734,151.360535099229,1.38311869933846,0,0,30.403592141355
0.133157589615384,131.676277468938,0.930121262523732,2,0,30.5800609060967
0.135527115257183,172.933148532733,1.4088018534497,2,1,30.0632568764236
0.153658719975047,209.258217181212,1.03943568267268,0,1,29.60114637536
0.150291399694049,177.074538603741,1.18375888589224,2,1,30.2306326363158
0.149620392460486,192.789034621533,0.496030311634001,1,1,29.6398981138319
0.1555794244355,222.118078644816,1.03900310293825,0,1,29.4930744877719
0.16241104557486,231.910541994666,1.07534306959235,1,0,29.4080637625505
0.173664043802355,271.756038562275,0.613481523037376,0,0,28.8490489480835
0.162151406882353,244.805982021603,1.01307308150773,1,0,29.3191912891483
0.134289578874838,141.137264985003,1.10647770826253,2,1,30.3176082305991
0.154330031660859,202.993658369814,1.00131993049418,2,1,29.7315388705737
0.115455719008329,130.946835363603,1.15922205410132,2,1,30.2423054598206
0.173667937117311,238.045053117304,0.655231759576748,2,1,29.6889749809084
0.134479998703592,170.546665334729,1.3746771058293,2,1,30.080288508372
0.130451369101924,181.146596210299,0.867671937838035,0,0,29.2894784339777
0.143131533070258,189.705792136382,1.2819285033007,2,0,29.5757882853895
0.145415355517424,204.635407223582,0.846287758365378,2,0,29.5432565538531
0.174169479158002,291.458992858077,0.802314226318656,1,0,28.192993741086
0.161621377612583,228.579731822051,0.650254533613756,0,0,29.5555148146256
0.133463296214688,171.837722759411,0.558351698946576,2,1,29.8472269175447
0.167719240780716,238.374757029375,1.10873068185327,0,0,29.5022092874654
0.1556890590338,184.54716052015,0.721944979511868,0,1,30.1163338100335
0.163347671979104,249.450733889011,0.800821265651315,0,1,29.2495323597969
0.118076060885825,89.6503594369748,0.702137712599912,0,0,30.5679674042097
0.133000128547386,186.258741270621,1.17913855602865,0,1,29.5600729701143
0.0880463531371876,68.5861569814517,1.06469827424508,2,0,30.6300462902535
0.153878171524195,201.494197089531,0.74556180013357,0,0,29.7991729171997
0.135637495174111,179.872212526934,0.738499844273735,2,0,29.4255775088145
0.143131680714688,182.484437859541,0.763913656313175,2,0,29.775036353271
0.154954531282223,202.62001322501,1.25140329473543,1,1,29.7893255239651
0.153267519935683,209.944956352291,1.17016786617477,0,1,29.5700290909276
0.151364530933735,201.809359144051,0.541797479301689,1,0,29.8994432692791
